# Residuals            
# Time                 	Ux                     	Uy                     	p                      	k                      	omega                  
1296                   	3.011854224982510e-04	1.831490537526262e-03	3.258711174753199e-03	4.395539967628303e-04	9.495598399550914e-06
1297                   	3.008377316896893e-04	1.830574359312356e-03	3.251998677438089e-03	4.381196598670480e-04	9.470781695313862e-06
1298                   	3.004921565818629e-04	1.829492104055535e-03	3.246205421351935e-03	4.366973204056297e-04	9.448746008793983e-06
1299                   	3.001516807256604e-04	1.828226696262918e-03	3.240743689358463e-03	4.352875943299102e-04	9.424774461749253e-06
1300                   	2.998224157624912e-04	1.826746586538036e-03	3.234237712759555e-03	4.338868578905065e-04	9.401075253936458e-06
1301                   	2.994975203553472e-04	1.825054012306158e-03	4.288924148636389e-03	4.324703916806333e-04	9.390132454738751e-06
1302                   	3.003774356757717e-04	1.790931598982031e-03	4.358755667019432e-03	4.311367403703788e-04	9.344790312940239e-06
1303                   	2.993350373446870e-04	1.809089077300124e-03	3.436422481524381e-03	4.297236972375277e-04	9.345578757796468e-06
1304                   	2.992763513896422e-04	1.799744299126374e-03	3.552027990855287e-03	4.283619524591448e-04	9.312404097703099e-06
1305                   	2.992934499948256e-04	1.788364091076447e-03	3.484767961968486e-03	4.270170001236047e-04	9.293841368967861e-06
1306                   	2.989480704951331e-04	1.787048526435735e-03	3.245895133769353e-03	4.256821448505049e-04	9.271390649056247e-06
1307                   	2.983874922390897e-04	1.791465799597796e-03	3.249425971231073e-03	4.243488115106403e-04	9.250409576966191e-06
1308                   	2.978578021521567e-04	1.794833946826588e-03	3.227058255403859e-03	4.230224334574353e-04	9.229263668419110e-06
1309                   	2.974433396125813e-04	1.794982672421952e-03	3.215821602641596e-03	4.217042466662902e-04	9.208561097649101e-06
1310                   	2.970908368896963e-04	1.793497760896742e-03	3.187699011784377e-03	4.203963005467949e-04	9.187555876179812e-06
1311                   	2.967289110509698e-04	1.792372993394896e-03	3.156725192009235e-03	4.190985410810261e-04	9.168351484281400e-06
1312                   	2.963324723384455e-04	1.792138416052982e-03	3.140459413299120e-03	4.178149566860856e-04	9.147472323440566e-06
1313                   	2.959190084655812e-04	1.792240192059418e-03	3.129226159305073e-03	4.165393323464040e-04	9.127027664919466e-06
1314                   	2.955140946081645e-04	1.792025780827616e-03	3.122160080860954e-03	4.152680075487654e-04	9.107239999331887e-06
1315                   	2.951257887020487e-04	1.791344075582105e-03	3.114823709266979e-03	4.140080873995554e-04	9.088133716993990e-06
1316                   	2.947471115733744e-04	1.790434636869098e-03	3.104453629211999e-03	4.127596661807484e-04	9.069301858948589e-06
1317                   	2.943682146694489e-04	1.789514069750929e-03	3.092085441279509e-03	4.115252954239910e-04	9.051296988045444e-06
1318                   	2.939870110375298e-04	1.788614535938731e-03	3.082880191972279e-03	4.103055857631270e-04	9.032664646423076e-06
1319                   	2.936065487530119e-04	1.787644884296385e-03	3.074893838428160e-03	4.090970060035146e-04	9.013517637203856e-06
1320                   	2.932264948561426e-04	1.786553988161354e-03	3.068155122938182e-03	4.079003367411877e-04	8.994781975234317e-06
1321                   	2.928491471438273e-04	1.785333990178521e-03	3.062270920800960e-03	4.067178115309423e-04	8.976502640784717e-06
1322                   	2.924755915894922e-04	1.784027104060067e-03	3.053372571768035e-03	4.055463090457947e-04	8.958725127054874e-06
1323                   	2.921058117238947e-04	1.782654449793559e-03	3.043978003901562e-03	4.043844496884479e-04	8.941435728154937e-06
1324                   	2.917373548238242e-04	1.781201478717365e-03	3.035688020500740e-03	4.032337817175949e-04	8.925320121847763e-06
1325                   	2.913710149064691e-04	1.779673487275034e-03	3.029336230409023e-03	4.020937649918883e-04	8.907628958349789e-06
1326                   	2.910045651610677e-04	1.778061646257302e-03	3.025187487506767e-03	4.009630737027150e-04	8.889775787343888e-06
1327                   	2.906389081872897e-04	1.776361345731650e-03	3.020295179819436e-03	3.998461174625192e-04	8.873175005750966e-06
1328                   	2.902733675498904e-04	1.774585787627420e-03	3.016631951819783e-03	3.987399112724892e-04	8.856542291309751e-06
1329                   	2.899108979481825e-04	1.772748791089652e-03	3.011626918087994e-03	3.976451359194390e-04	8.840083545006721e-06
1330                   	2.895521397147274e-04	1.770843135139446e-03	3.009075267909456e-03	3.965617488232827e-04	8.824398906415275e-06
1331                   	2.891962702138307e-04	1.768882419866607e-03	3.006306722164732e-03	3.954892318709778e-04	8.809085818523572e-06
1332                   	2.888405724389722e-04	1.766845201755008e-03	3.004960400991291e-03	3.944327637749671e-04	8.792268931159073e-06
1333                   	2.884864067210308e-04	1.764724000058752e-03	3.004871237038004e-03	3.933862214649213e-04	8.775824787597684e-06
1334                   	2.881341469351698e-04	1.762542042710652e-03	3.003809622275479e-03	3.923478550214368e-04	8.760069015942640e-06
1335                   	2.877826177053670e-04	1.760304052233317e-03	3.002228577791536e-03	3.913157673322474e-04	8.744478776133620e-06
1336                   	2.874320371297970e-04	1.757994273596879e-03	3.000741833455997e-03	3.902912715450224e-04	8.728827959756557e-06
1337                   	2.870829943569342e-04	1.755636178324679e-03	2.999304108239812e-03	3.892741256475151e-04	8.714818654923267e-06
1338                   	2.867373169748245e-04	1.753216621448182e-03	2.996585650197028e-03	3.882626640659215e-04	8.699749929202187e-06
1339                   	2.863924521874315e-04	1.750739532191349e-03	2.995741074464513e-03	3.872594202148071e-04	8.684543817866168e-06
1340                   	2.860480007435449e-04	1.748203516488459e-03	2.998007019673732e-03	3.862683363113464e-04	8.669904395324723e-06
1341                   	2.857043913569945e-04	1.745591264023191e-03	2.998711976340413e-03	3.852871976268503e-04	8.655322015714160e-06
1342                   	2.853598972600178e-04	1.742913376970250e-03	2.998859126116365e-03	3.843149052385767e-04	8.640810967918451e-06
1343                   	2.850194032611828e-04	1.740210392244457e-03	3.000147164880787e-03	3.833497892631349e-04	8.626832639217477e-06
1344                   	2.846827251993901e-04	1.737456713794501e-03	3.003325245517467e-03	3.823912554972573e-04	8.613691732812364e-06
1345                   	2.843470364317200e-04	1.734636472873672e-03	3.006132489706492e-03	3.814385342659647e-04	8.599595910155233e-06
1346                   	2.840118034991848e-04	1.731753053601249e-03	3.007111699586501e-03	3.804980156452983e-04	8.584971208853424e-06
1347                   	2.836751963546113e-04	1.728810160045540e-03	3.008819380718378e-03	3.795623619462750e-04	8.570965628250782e-06
1348                   	2.833394537236866e-04	1.725820083585203e-03	3.009222369679221e-03	3.786317526999768e-04	8.556957879101883e-06
1349                   	2.830058669771117e-04	1.722814890942142e-03	3.012780485745008e-03	3.777050934857555e-04	8.543010431037879e-06
1350                   	2.826717267921625e-04	1.719758562825164e-03	3.016189652256822e-03	3.767857903797734e-04	8.530485434256722e-06
1351                   	2.823391996958044e-04	1.716656210527082e-03	3.018658708814327e-03	3.758702836486789e-04	8.516890924312505e-06
1352                   	2.820089995055230e-04	1.713518469615435e-03	3.018627928494475e-03	3.749623266206867e-04	8.503058897759062e-06
1353                   	2.816818394730562e-04	1.710334105489551e-03	3.020237453225486e-03	3.740573444364397e-04	8.489819972667989e-06
1354                   	2.813570701485606e-04	1.707092948594708e-03	3.019910200245391e-03	3.731601944168569e-04	8.476389599243996e-06
1355                   	2.810334473039893e-04	1.703813655736799e-03	3.020635056230131e-03	3.722708630940266e-04	8.463004513434099e-06
1356                   	2.807093228468119e-04	1.700512182240591e-03	3.020895443534139e-03	3.713879231966155e-04	8.450175652833586e-06
1357                   	2.803848274971583e-04	1.697177635718243e-03	3.021943731503378e-03	3.705112778517636e-04	8.437754267997994e-06
1358                   	2.800601855443470e-04	1.693815933771597e-03	3.022246940593840e-03	3.696444769389039e-04	8.424351593666829e-06
1359                   	2.797369308696157e-04	1.690433658161594e-03	3.023767985104541e-03	3.687805995138517e-04	8.410837478651822e-06
1360                   	2.794172250540476e-04	1.687019734620828e-03	3.026963769232596e-03	3.679257833305126e-04	8.397685335171562e-06
1361                   	2.790973637277441e-04	1.683565128342678e-03	3.028330841571036e-03	3.670756769809675e-04	8.384378881329988e-06
1362                   	2.787756192282982e-04	1.680091827812815e-03	3.029585123401674e-03	3.662281715250730e-04	8.371418139572495e-06
1363                   	2.784537824328552e-04	1.676593022430765e-03	3.030320719529454e-03	3.653855550735453e-04	8.359606724992506e-06
1364                   	2.781344636059755e-04	1.673077586898189e-03	3.031353867546974e-03	3.645450143082777e-04	8.346089805418511e-06
1365                   	2.778141865986880e-04	1.669541173487244e-03	3.031972336627011e-03	3.637025788028524e-04	8.332633111366815e-06
1366                   	2.774938468118619e-04	1.665981587874189e-03	3.032166253408201e-03	3.628609404557826e-04	8.319663046258959e-06
1367                   	2.771747305913754e-04	1.662393731578298e-03	3.032362674125961e-03	3.620172105685238e-04	8.306659164918463e-06
1368                   	2.768586490080348e-04	1.658770836698116e-03	3.032039458270832e-03	3.611795107066454e-04	8.293740831910620e-06
1369                   	2.765429093570773e-04	1.655136831776229e-03	3.032732348991321e-03	3.603431191914340e-04	8.281650110530407e-06
1370                   	2.762250907270900e-04	1.651494172157049e-03	3.031875989210622e-03	3.595069860545904e-04	8.268428867412052e-06
1371                   	2.759081827919180e-04	1.647829609747029e-03	3.028924315038953e-03	3.586704585497281e-04	8.254673615530718e-06
1372                   	2.755914819199203e-04	1.644139943848960e-03	3.026525028811959e-03	3.578373178367803e-04	8.241244602771021e-06
1373                   	2.752741395706586e-04	1.640449724547645e-03	3.023784594250064e-03	3.570057471341239e-04	8.228574883341113e-06
1374                   	2.749567869934654e-04	1.636761297871568e-03	3.021201311050389e-03	3.561725641765185e-04	8.215577707677201e-06
1375                   	2.746392817001718e-04	1.633053837518617e-03	3.018841130549061e-03	3.553451761670689e-04	8.202689484676650e-06
1376                   	2.743212075609500e-04	1.629346019401974e-03	3.015706578597656e-03	3.545175597479052e-04	8.189922910740692e-06
1377                   	2.740028352298040e-04	1.625632446254272e-03	3.011664962433044e-03	3.536888959830983e-04	8.176506644823496e-06
1378                   	2.736824486645628e-04	1.621914763874343e-03	3.007004063364835e-03	3.528619332922546e-04	8.162947952592280e-06
1379                   	2.733620227292618e-04	1.618176558007634e-03	3.001820350311355e-03	3.520345061030638e-04	8.149189301875857e-06
1380                   	2.730415414910545e-04	1.614449191944866e-03	2.996215946763035e-03	3.512092113218424e-04	8.135292961620314e-06
1381                   	2.727219675020213e-04	1.610718932499456e-03	2.990849767793226e-03	3.503821702184490e-04	8.121530142233922e-06
1382                   	2.724017451177136e-04	1.606984103301306e-03	2.984831804307430e-03	3.495546066362105e-04	8.108563518767752e-06
1383                   	2.720809232959404e-04	1.603243374029004e-03	2.977596218454497e-03	3.487307372288586e-04	8.094308641126678e-06
1384                   	2.717573969636258e-04	1.599494882338558e-03	2.971296539799357e-03	3.479153249387144e-04	8.079895995660939e-06
1385                   	2.714316525369785e-04	1.595749227293804e-03	2.965456196922963e-03	3.471059236067696e-04	8.066097877582794e-06
1386                   	2.711055444104090e-04	1.592012886341826e-03	2.960447374591904e-03	3.462945480377751e-04	8.052040169452754e-06
1387                   	2.707774002569567e-04	1.588264132957625e-03	2.952856234151458e-03	3.454818572971051e-04	8.037620566998992e-06
1388                   	2.704498379600665e-04	1.584512285511974e-03	2.943253851077167e-03	3.446670018349878e-04	8.024566032241472e-06
1389                   	2.701206361516361e-04	1.580764713057604e-03	2.934605139872264e-03	3.438503567615071e-04	8.010759454915117e-06
1390                   	2.697897741505146e-04	1.577030066395290e-03	2.926260129265350e-03	3.430374653659423e-04	7.996593684208515e-06
1391                   	2.694588517583004e-04	1.573281792035465e-03	2.917719490305863e-03	3.422323903316821e-04	7.982991743145696e-06
1392                   	2.691247072195197e-04	1.569533203335999e-03	2.907185109722176e-03	3.414361790773929e-04	7.969233272899101e-06
1393                   	2.687903426041422e-04	1.565783035022193e-03	2.899095446098931e-03	3.406396629633952e-04	7.955529815131865e-06
1394                   	2.684550178946392e-04	1.562033142741822e-03	2.890754631684585e-03	3.398406488053996e-04	7.942463146562473e-06
1395                   	2.681202735299933e-04	1.558282404652242e-03	2.880816512481426e-03	3.390504896976121e-04	7.928848918354535e-06
1396                   	2.677831020391151e-04	1.554531686686057e-03	2.872776927380415e-03	3.382659056380823e-04	7.914970365615444e-06
1397                   	2.674423098220445e-04	1.550803753420057e-03	2.864261285367346e-03	3.374828831186136e-04	7.901183669299921e-06
1398                   	2.670992558202350e-04	1.547079889668378e-03	2.854635689028898e-03	3.367004788275203e-04	7.887371303423877e-06
1399                   	2.667561439849903e-04	1.543356928024348e-03	2.844925996959011e-03	3.359193193837600e-04	7.874114326581189e-06
1400                   	2.664130189548738e-04	1.539623147746178e-03	2.835238580465123e-03	3.351459784771671e-04	7.860439360571446e-06
1401                   	2.660683300181570e-04	1.535903144443109e-03	2.825982613435011e-03	3.343767781910663e-04	7.847813034478893e-06
1402                   	2.657217313092177e-04	1.532193983223876e-03	2.815919038750643e-03	3.336109739484056e-04	7.834150148822913e-06
1403                   	2.653733207605442e-04	1.528495502136619e-03	2.805697084459655e-03	3.328485593842299e-04	7.820638441905222e-06
1404                   	2.650233805229166e-04	1.524792053502970e-03	2.795253257996373e-03	3.320878532218987e-04	7.807334806866508e-06
1405                   	2.646723574030525e-04	1.521096545047247e-03	2.784560231215966e-03	3.313323343954854e-04	7.793648333088780e-06
1406                   	2.643224032656149e-04	1.517411319359582e-03	2.775657608763312e-03	3.305866851440167e-04	7.780654319712001e-06
1407                   	2.639702529922735e-04	1.513738009405204e-03	2.766486463138934e-03	3.298461914089785e-04	7.768077756524659e-06
1408                   	2.636146311778499e-04	1.510066261660577e-03	2.756414104422538e-03	3.291069076909077e-04	7.755180711689356e-06
1409                   	2.632582297080785e-04	1.506405384009360e-03	2.746851828537681e-03	3.283739113421752e-04	7.742092954347974e-06
1410                   	2.628997661771209e-04	1.502752820343189e-03	2.740924220514125e-03	3.276560793676324e-04	7.729666426818098e-06
1411                   	2.625398325278992e-04	1.499094322689862e-03	2.734013208079907e-03	3.269445691879349e-04	7.717600643585890e-06
1412                   	2.621780452346676e-04	1.495446621523587e-03	2.724922369960313e-03	3.262382697621357e-04	7.705411483636325e-06
1413                   	2.618162987660384e-04	1.491793915140088e-03	2.714647245156812e-03	3.255376804421569e-04	7.693918578520403e-06
1414                   	2.614542208051456e-04	1.488142522271970e-03	2.703554917414970e-03	3.248462134817404e-04	7.682363803978186e-06
1415                   	2.610911769934466e-04	1.484513590338128e-03	2.694352100238997e-03	3.241663730885120e-04	7.670523974812516e-06
1416                   	2.607274647445554e-04	1.480904611708023e-03	2.686780684270978e-03	3.234928973508004e-04	7.658762665546080e-06
1417                   	2.603620356270179e-04	1.477327587569317e-03	2.680404814575445e-03	3.228266627047252e-04	7.647407075489887e-06
1418                   	2.599956853513877e-04	1.473757969745357e-03	2.672714466953689e-03	3.221718433726397e-04	7.636163645394625e-06
1419                   	2.596295989057750e-04	1.470188300844414e-03	2.664942469865499e-03	3.215219231768029e-04	7.625011329325481e-06
1420                   	2.592635258899684e-04	1.466622338390046e-03	2.655860790589040e-03	3.208771240269509e-04	7.614172436625230e-06
1421                   	2.588974934914474e-04	1.463068645616919e-03	2.644056399825996e-03	3.202425518031752e-04	7.603141384718965e-06
1422                   	2.585301647578079e-04	1.459510929852857e-03	2.635480899289215e-03	3.196167757860703e-04	7.591932319328333e-06
1423                   	2.581620014711602e-04	1.455989647914990e-03	2.629825771825792e-03	3.189981380453684e-04	7.581464056410068e-06
1424                   	2.577922343853747e-04	1.452472096600869e-03	2.622280801458034e-03	3.183876157185319e-04	7.570967610832766e-06
1425                   	2.574203067392361e-04	1.448960662572734e-03	2.611508529807605e-03	3.177890854666813e-04	7.560675794781975e-06
1426                   	2.570459114153633e-04	1.445465451248071e-03	2.600195414076788e-03	3.171941942090860e-04	7.550730898783719e-06
1427                   	2.566689367186541e-04	1.441978242390113e-03	2.592475368064195e-03	3.166079954958421e-04	7.540537436224617e-06
1428                   	2.562921620887220e-04	1.438500497129563e-03	2.586433308334316e-03	3.160353075727634e-04	7.530541155455760e-06
1429                   	2.559163938603560e-04	1.435033156604938e-03	2.577574647354313e-03	3.154857594271383e-04	7.520533625307961e-06
1430                   	2.555411189583102e-04	1.431584270160424e-03	2.571167323191348e-03	3.149542751497039e-04	7.510882963991112e-06
1431                   	2.551653952743989e-04	1.428158581935354e-03	2.564717730631145e-03	3.144430647673412e-04	7.501258678774241e-06
1432                   	2.547885511538142e-04	1.424729779811534e-03	2.559574318411466e-03	3.139435902473828e-04	7.491709685214288e-06
1433                   	2.544093416596891e-04	1.421311374499677e-03	2.553092424374462e-03	3.134674329636491e-04	7.482383946277750e-06
1434                   	2.540288283236715e-04	1.417874517776632e-03	2.545538298830655e-03	3.130112155746452e-04	7.473059340562919e-06
1435                   	2.536470676101103e-04	1.414435719684139e-03	2.538197347381667e-03	3.125689803028766e-04	7.463418046607674e-06
1436                   	2.532659649505844e-04	1.410993406817931e-03	2.533691887440178e-03	3.121389028896865e-04	7.454370990786221e-06
1437                   	2.528843548372396e-04	1.407561303826344e-03	2.530481455704528e-03	3.117315827534329e-04	7.445253386792567e-06
1438                   	2.525025413073094e-04	1.404129306606871e-03	2.526533079226593e-03	3.113471211386839e-04	7.436207884147496e-06
1439                   	2.521189905022440e-04	1.400725661711633e-03	2.521377179338384e-03	3.109796212093679e-04	7.427308774982803e-06
1440                   	2.517336257155856e-04	1.397327037523235e-03	2.517102241462078e-03	3.106319998373428e-04	7.418438048257934e-06
1441                   	2.513483834066891e-04	1.393912816114997e-03	2.513167821250049e-03	3.102984945878896e-04	7.409414115465311e-06
1442                   	2.509636989941277e-04	1.390502548286526e-03	2.510994492304346e-03	3.099880653693214e-04	7.400446513408051e-06
1443                   	2.505787274816207e-04	1.387106137048335e-03	2.509139008203206e-03	3.096992461533799e-04	7.391311800994818e-06
1444                   	2.501938916623605e-04	1.383703775462063e-03	2.505212769898058e-03	3.094291155174503e-04	7.382526488620952e-06
1445                   	2.498074575565757e-04	1.380270188273488e-03	2.499823151864359e-03	3.091828675233177e-04	7.373585128238717e-06
1446                   	2.494212438850529e-04	1.376824502293573e-03	2.495184943014346e-03	3.089622348879583e-04	7.365007861680656e-06
1447                   	2.490341848409646e-04	1.373394687537311e-03	2.490977788592317e-03	3.087664776927757e-04	7.356515116839039e-06
1448                   	2.486479453876971e-04	1.369953947206764e-03	2.487248239020515e-03	3.085988704576058e-04	7.347973598574735e-06
1449                   	2.482608398116454e-04	1.366525033126550e-03	2.483200779149738e-03	3.084594123323119e-04	7.339341203319604e-06
1450                   	2.478724663314724e-04	1.363098520572830e-03	2.478871293290620e-03	3.083503591758796e-04	7.330759995482192e-06
1451                   	2.474837613273478e-04	1.359651717265188e-03	2.472564855160362e-03	3.082641981829780e-04	7.322339142429375e-06
1452                   	2.470939278657920e-04	1.356189681779075e-03	2.468399697404899e-03	3.082121421229711e-04	7.313702050078808e-06
1453                   	2.467044902689697e-04	1.352706725615415e-03	2.466016186433387e-03	3.081835160141926e-04	7.304935799653352e-06
1454                   	2.463158329806962e-04	1.349240587781489e-03	2.462322776654950e-03	3.081761059020505e-04	7.296090778593601e-06
1455                   	2.459272229786268e-04	1.345786953129350e-03	2.457291866108350e-03	3.081858430004725e-04	7.287578663665785e-06
1456                   	2.455388955013429e-04	1.342334266387079e-03	2.452910734736242e-03	3.082149088651551e-04	7.278986424413499e-06
1457                   	2.451492180815430e-04	1.338867708593900e-03	2.449281547788503e-03	3.082598720035123e-04	7.270384273574172e-06
1458                   	2.447593975319846e-04	1.335369105704058e-03	2.444895191615332e-03	3.083264155379491e-04	7.261805348771921e-06
1459                   	2.443699395709080e-04	1.331830387322170e-03	2.439200268888188e-03	3.084122217694088e-04	7.253375965319996e-06
1460                   	2.439807318584516e-04	1.328274647239230e-03	2.434524146714205e-03	3.085099650697166e-04	7.244845719399495e-06
1461                   	2.435924017709387e-04	1.324752965600974e-03	2.430283880776840e-03	3.086174382042221e-04	7.236379444338482e-06
1462                   	2.432039383469007e-04	1.321249051877832e-03	2.428014800804067e-03	3.087403113774921e-04	7.228023275454879e-06
1463                   	2.428146919583501e-04	1.317740085607021e-03	2.424090471349067e-03	3.088725398098244e-04	7.219668546676776e-06
1464                   	2.424253103231645e-04	1.314214040588513e-03	2.417903878597718e-03	3.090198723287423e-04	7.211341048285811e-06
1465                   	2.420351857554930e-04	1.310669965499151e-03	2.410012039657358e-03	3.091875069775347e-04	7.203029363382564e-06
1466                   	2.416452189136251e-04	1.307106102895647e-03	2.406237698863152e-03	3.093624019463577e-04	7.194510494704888e-06
1467                   	2.412561141894192e-04	1.303531597737098e-03	2.401626830070868e-03	3.095454949189504e-04	7.186238816579471e-06
1468                   	2.408660563658178e-04	1.299966803229200e-03	2.396334256677850e-03	3.097416457976129e-04	7.178086263270612e-06
1469                   	2.404763792211681e-04	1.296392245416728e-03	2.390711209973484e-03	3.099444356175337e-04	7.169903229360243e-06
1470                   	2.400872907523074e-04	1.292811263369221e-03	2.384748176258538e-03	3.101540053363422e-04	7.161797594197498e-06
1471                   	2.396985204154285e-04	1.289165097104575e-03	2.381426434036651e-03	3.104793536519186e-04	7.147852632409762e-06
1472                   	2.393095301663311e-04	1.285512845499742e-03	2.374112228324194e-03	3.108221641541689e-04	7.135223872494937e-06
1473                   	2.389187821166656e-04	1.281864499961093e-03	2.364018164454668e-03	3.111706086049659e-04	7.124453157172840e-06
1474                   	2.385268670471602e-04	1.278210263250667e-03	2.353023397879667e-03	3.115218704402294e-04	7.114461928832524e-06
1475                   	2.381348203185648e-04	1.274570388716321e-03	2.341915450757811e-03	3.118779783990919e-04	7.104588957908234e-06
1476                   	2.377408834265881e-04	1.270924284097672e-03	2.332426254839967e-03	3.122424641697880e-04	7.094697566977048e-06
1477                   	2.373472290223253e-04	1.267256899471689e-03	2.325623556192111e-03	3.126136163833918e-04	7.084904340758996e-06
1478                   	2.369531589523314e-04	1.263566654871779e-03	2.318813583830439e-03	3.129936059773521e-04	7.075134298166522e-06
1479                   	2.365588848587773e-04	1.259874372488718e-03	2.309531213378103e-03	3.133828972124392e-04	7.065205591641761e-06
1480                   	2.361650985409222e-04	1.256191961243130e-03	2.300287373230583e-03	3.137761696968690e-04	7.055177657692297e-06
1481                   	2.357704792785111e-04	1.252510815651390e-03	2.292683205607804e-03	3.141753346990416e-04	7.045488611964577e-06
1482                   	2.353753804514492e-04	1.248861599434565e-03	2.284966978364627e-03	3.145804964358406e-04	7.035727017298123e-06
1483                   	2.349803323719478e-04	1.245218507407586e-03	2.276111823390157e-03	3.149943560712858e-04	7.026066071820483e-06
1484                   	2.345842456027097e-04	1.241580745192694e-03	2.264886154662813e-03	3.154180099277649e-04	7.016498186700125e-06
1485                   	2.341870462388346e-04	1.237932100772079e-03	2.256905720358488e-03	3.158447372802642e-04	7.007052942054834e-06
1486                   	2.337883008509318e-04	1.234260525292348e-03	2.248974908165379e-03	3.160405189964704e-04	6.997579505971406e-06
1487                   	2.334002657768035e-04	1.230574333751240e-03	2.246407754720051e-03	3.162062817751609e-04	6.950021730026694e-06
1488                   	2.330076333226857e-04	1.226907428132355e-03	2.259683675717284e-03	3.164418915718082e-04	6.896614364817573e-06
1489                   	2.326132444823517e-04	1.223247823405921e-03	2.263811394303942e-03	3.166994918329434e-04	6.853652368775519e-06
1490                   	2.322174384562290e-04	1.219594398992186e-03	2.257794859537194e-03	3.169784495121822e-04	6.814753041988928e-06
1491                   	2.318201594411188e-04	1.215950037068184e-03	2.245163591802544e-03	3.172783650055460e-04	6.779095540806010e-06
1492                   	2.314216238040676e-04	1.212319683291614e-03	2.230395898504977e-03	3.175952411010304e-04	6.745958172280512e-06
1493                   	2.310226262459573e-04	1.208697544160935e-03	2.217495083665001e-03	3.179287778669604e-04	6.714743416230485e-06
1494                   	2.306227428193271e-04	1.205085631416251e-03	2.204125846700630e-03	3.182782639696211e-04	6.684519256477841e-06
1495                   	2.302219969563604e-04	1.201478702369741e-03	2.190774584869699e-03	3.186438343908074e-04	6.656583324168401e-06
1496                   	2.298205639179561e-04	1.197873972505866e-03	2.178299569959640e-03	3.190202074724344e-04	6.629667534530955e-06
1497                   	2.294180770537125e-04	1.194281324699927e-03	2.166288168166939e-03	3.194089517424895e-04	6.603795461896546e-06
1498                   	2.290139222563494e-04	1.190720038597411e-03	2.157027785664455e-03	3.198085345135307e-04	6.578985227489296e-06
1499                   	2.286081029020504e-04	1.187174482308113e-03	2.145881403134576e-03	3.202178360634823e-04	6.555033034898377e-06
1500                   	2.282016487278922e-04	1.183647264973895e-03	2.136730585933529e-03	3.206352702890389e-04	6.531849295815020e-06
1501                   	2.277935968296774e-04	1.180125710389683e-03	2.127927057504120e-03	3.210629788591826e-04	6.509344545931819e-06
1502                   	2.273844322693407e-04	1.176630592635062e-03	2.118154302565743e-03	3.214967853303483e-04	6.487565258038414e-06
1503                   	2.269746465171904e-04	1.173160171297349e-03	2.108728785246330e-03	3.219391691055851e-04	6.466444824440983e-06
1504                   	2.265645296783194e-04	1.169708247153141e-03	2.101138116263127e-03	3.223855415649235e-04	6.445932320071705e-06
1505                   	2.261539029362960e-04	1.166308795168910e-03	2.093026310671790e-03	3.228367839707300e-04	6.425963033207076e-06
1506                   	2.257423434889841e-04	1.162958228798643e-03	2.085478049331970e-03	3.232931166417860e-04	6.406454067134576e-06
1507                   	2.253297569728687e-04	1.159642728380522e-03	2.078372944265437e-03	3.237550829142035e-04	6.387527641999865e-06
1508                   	2.249162358110792e-04	1.156358743472212e-03	2.071307022970654e-03	3.242205365171542e-04	6.369094434146503e-06
1509                   	2.245025977231837e-04	1.153096217779712e-03	2.064030005134150e-03	3.246917932845803e-04	6.351102405507317e-06
1510                   	2.240876391940190e-04	1.149869463596379e-03	2.058122184058913e-03	3.251656433381035e-04	6.333517992254412e-06
1511                   	2.236712671396611e-04	1.146666682321262e-03	2.051830554391561e-03	3.256425050597078e-04	6.316368344854261e-06
1512                   	2.232521834421921e-04	1.143484985678629e-03	2.044479348520926e-03	3.261225412020111e-04	6.299559932365981e-06
1513                   	2.228326478747743e-04	1.140351143305734e-03	2.036849932423019e-03	3.266053537379870e-04	6.283006239228274e-06
1514                   	2.224128621706286e-04	1.137285983921421e-03	2.029744840549667e-03	3.270903630869030e-04	6.266805609484512e-06
1515                   	2.219933145010819e-04	1.134285665263055e-03	2.023038365023695e-03	3.275782115731353e-04	6.250839934604373e-06
1516                   	2.215723816840088e-04	1.131327719133434e-03	2.016592809909291e-03	3.280700157356491e-04	6.235263163451216e-06
1517                   	2.211502209623316e-04	1.128421237486081e-03	2.009257256883608e-03	3.285646515966187e-04	6.220005724600841e-06
1518                   	2.207272244455272e-04	1.125553956643714e-03	2.003074683387084e-03	3.290624567209027e-04	6.205035231187207e-06
1519                   	2.203032591936816e-04	1.122726853475317e-03	1.996827366544035e-03	3.295635084284426e-04	6.190377561390368e-06
1520                   	2.198774522265471e-04	1.119949184085554e-03	1.989620934272753e-03	3.300666872502490e-04	6.175993460541622e-06
1521                   	2.194514608266920e-04	1.117216322378328e-03	1.984595662317596e-03	3.305719402709785e-04	6.161779311234214e-06
1522                   	2.190243695200550e-04	1.114545426500152e-03	1.979926868629164e-03	3.310768744778350e-04	6.147679126824285e-06
1523                   	2.185976363939498e-04	1.111929964611661e-03	1.975747542237776e-03	3.315832444832942e-04	6.133807732775403e-06
1524                   	2.181684084735099e-04	1.109362851428265e-03	1.971074956950323e-03	3.320875901192254e-04	6.120172311376712e-06
1525                   	2.177370623394491e-04	1.106828997841473e-03	1.963179510831501e-03	3.325928338286331e-04	6.106736763649849e-06
1526                   	2.173054976049406e-04	1.104339068002891e-03	1.957183037699678e-03	3.330975514161681e-04	6.093484948002348e-06
1527                   	2.168740233911655e-04	1.101889557080928e-03	1.950736677186037e-03	3.336022226504823e-04	6.080443847643135e-06
