# Residuals            
# Time                 	Ux                     	Uy                     	p                      	k                      	omega                  
2116                   	6.977533872524744e-05	2.797533236264300e-04	6.158834085856508e-04	4.010936980229861e-04	5.507544082973069e-06
2117                   	6.968598179180425e-05	2.796261346553623e-04	6.161739885056565e-04	4.029273805678972e-04	5.516459409091224e-06
2118                   	6.959669384432930e-05	2.795095171914322e-04	6.165657190043575e-04	4.047524650148553e-04	5.525524682893579e-06
2119                   	6.950824896127926e-05	2.793994787788595e-04	6.166916276890363e-04	4.065683007588740e-04	5.534471802516736e-06
2120                   	6.942005376545235e-05	2.792980234357574e-04	6.158333768652615e-04	4.083756944047921e-04	5.543473688650439e-06
2121                   	6.933216371325958e-05	2.792055808884450e-04	6.158910066159343e-04	4.101743901088484e-04	5.552680102133580e-06
2122                   	6.924460945717855e-05	2.791185932093460e-04	6.168928717468042e-04	4.119648367031996e-04	5.561897495730419e-06
2123                   	6.915733980718706e-05	2.790381631196015e-04	6.171676940365023e-04	4.137472567113659e-04	5.571093534716755e-06
2124                   	6.907047286563859e-05	2.789623459241027e-04	6.166667407664386e-04	4.155205697773866e-04	5.580285098133010e-06
2125                   	6.898388171346933e-05	2.788927920889845e-04	6.167277179873877e-04	4.172841864277160e-04	5.589356908576796e-06
2126                   	6.889795835984633e-05	2.788282329738472e-04	6.166327866353834e-04	4.190390787416188e-04	5.598371006235911e-06
2127                   	6.881267602591075e-05	2.787671613481147e-04	6.168359322524447e-04	4.207857509587259e-04	5.607466648135494e-06
2128                   	6.872744036236365e-05	2.787134602528944e-04	6.174062534372730e-04	4.225233579629823e-04	5.616523886115999e-06
2129                   	6.864266201869949e-05	2.786623697106079e-04	6.180167079352965e-04	4.242520256435194e-04	5.625521148482879e-06
2130                   	6.855835484485814e-05	2.786142617378935e-04	6.177814469517393e-04	4.259720616123512e-04	5.634601581620320e-06
2131                   	6.847396659369263e-05	2.785755730025145e-04	6.170240037841481e-04	4.276835155424703e-04	5.643651527621914e-06
2132                   	6.839022277069207e-05	2.785423841740913e-04	6.167794377221652e-04	4.293867332670126e-04	5.652499872227181e-06
2133                   	6.830700401726345e-05	2.785135009605928e-04	6.169108463328381e-04	4.310819788427183e-04	5.661456553769872e-06
2134                   	6.822444650219874e-05	2.784903720971568e-04	6.170959795350803e-04	4.327691036636517e-04	5.670392613191006e-06
2135                   	6.814245722902381e-05	2.784709860026595e-04	6.180313656003675e-04	4.344477772662801e-04	5.679080756900779e-06
2136                   	6.806094074482283e-05	2.784560017301850e-04	6.184194327880547e-04	4.361183762367306e-04	5.687803948673609e-06
2137                   	6.797949426937049e-05	2.784439873524150e-04	6.177572759280883e-04	4.377801677053809e-04	5.696503161628904e-06
2138                   	6.789813567986470e-05	2.784362884541286e-04	6.184132120312720e-04	4.394339791357406e-04	5.705135064797179e-06
2139                   	6.781729308513382e-05	2.784323541490340e-04	6.192444816654410e-04	4.410785307955575e-04	5.713673164005337e-06
2140                   	6.773685094707497e-05	2.784311626053843e-04	6.191716245745144e-04	4.427134764904520e-04	5.722098280069803e-06
2141                   	6.765627716368644e-05	2.784352239905210e-04	6.196748200396376e-04	4.443393499562757e-04	5.730348937383892e-06
2142                   	6.757596611868019e-05	2.784422900175501e-04	6.220885666971687e-04	4.459548033750919e-04	5.738317380642077e-06
2143                   	6.749642815290012e-05	2.784545962827043e-04	6.250454178161660e-04	4.475597901001011e-04	5.745778706052611e-06
2144                   	6.741696968036018e-05	2.784739143948788e-04	6.265617612076726e-04	4.491550022325293e-04	5.753229093479952e-06
2145                   	6.733790405912741e-05	2.784993882560924e-04	6.269352883357218e-04	4.507403223402558e-04	5.760242592894981e-06
2146                   	6.725871450848122e-05	2.785293907650228e-04	6.260569080019193e-04	4.523148583881764e-04	5.767019421724050e-06
2147                   	6.717962753185588e-05	2.785638475655038e-04	6.256127447698819e-04	4.538800119718954e-04	5.773567876579524e-06
2148                   	6.710040453850864e-05	2.786013042874230e-04	6.249454443953877e-04	4.554349174576637e-04	5.779881237414852e-06
2149                   	6.702182832585777e-05	2.786445076049921e-04	6.245136864172302e-04	4.569814705460058e-04	5.786187885354016e-06
2150                   	6.694323489754671e-05	2.786905710828345e-04	6.240937763268140e-04	4.585193534387650e-04	5.792321975220485e-06
2151                   	6.686517453215417e-05	2.787398374350281e-04	6.236715450668449e-04	4.600493158263433e-04	5.798452917793507e-06
2152                   	6.678721717734684e-05	2.787900695070798e-04	6.231945070122629e-04	4.615715163932838e-04	5.804582434201604e-06
2153                   	6.670956419433210e-05	2.788401588544474e-04	6.232382195107275e-04	4.630856986154662e-04	5.810528372086961e-06
2154                   	6.663239015905598e-05	2.788925068765969e-04	6.238287771725139e-04	4.645914851862599e-04	5.816366105190213e-06
2155                   	6.655554378764000e-05	2.789526828748613e-04	6.245266881973944e-04	4.660883924832930e-04	5.821865465837542e-06
2156                   	6.647905333697748e-05	2.790174851135322e-04	6.252314713513659e-04	4.675779829301564e-04	5.827414556906879e-06
2157                   	6.640271653620504e-05	2.790879963312600e-04	6.256549508604899e-04	4.690605505763673e-04	5.832844852713408e-06
2158                   	6.632715095364309e-05	2.791629550945240e-04	6.250056621512293e-04	4.705357265052895e-04	5.838396071139827e-06
2159                   	6.625220093974419e-05	2.792406505263967e-04	6.251311171481821e-04	4.720041227259207e-04	5.843833037091417e-06
2160                   	6.617753550372261e-05	2.793226746763383e-04	6.255508400080853e-04	4.734660847594745e-04	5.849493126301835e-06
2161                   	6.610321515439277e-05	2.794090554330610e-04	6.254753247353835e-04	4.749215555800652e-04	5.855331995055473e-06
2162                   	6.602943408528170e-05	2.794993198743593e-04	6.250736936023028e-04	4.763695756589893e-04	5.861134442759715e-06
2163                   	6.595569559408014e-05	2.795911722176419e-04	6.246300466171837e-04	4.778100411950271e-04	5.866524344052251e-06
2164                   	6.588214931848702e-05	2.796855670518320e-04	6.254441949044376e-04	4.792431996350241e-04	5.872331520635421e-06
2165                   	6.580884221306759e-05	2.797817936474529e-04	6.254447276605361e-04	4.806695135206991e-04	5.878473070635820e-06
2166                   	6.573671079459793e-05	2.798795285238267e-04	6.258802285538440e-04	4.820894500306831e-04	5.884928856077477e-06
2167                   	6.566509830704179e-05	2.799766803917723e-04	6.259997222527904e-04	4.835024481278542e-04	5.891631228783171e-06
2168                   	6.559405561994674e-05	2.800740712957315e-04	6.269984350067167e-04	4.849085619347682e-04	5.898476982535663e-06
2169                   	6.552403287129964e-05	2.801736710508391e-04	6.271845580228366e-04	4.863080730324750e-04	5.905438927666913e-06
2170                   	6.545439678188341e-05	2.802781023266902e-04	6.268799970399984e-04	4.876998872963603e-04	5.912740485664694e-06
2171                   	6.538537089929744e-05	2.803856867086435e-04	6.276514440926422e-04	4.890856040380118e-04	5.920619285392268e-06
2172                   	6.531674856971145e-05	2.804953251133041e-04	6.287278907296366e-04	4.904652205607976e-04	5.928887786791465e-06
2173                   	6.524896104024258e-05	2.806068704424845e-04	6.285393115998972e-04	4.918387114920326e-04	5.937421245110130e-06
2174                   	6.518166815914539e-05	2.807180075849516e-04	6.282285402626170e-04	4.932057418795537e-04	5.946228877237067e-06
2175                   	6.511556438264614e-05	2.808315004434853e-04	6.293404572847868e-04	4.945667783096353e-04	5.955410330316005e-06
2176                   	6.504974475184973e-05	2.809436595521469e-04	6.303847668150266e-04	4.959213282994579e-04	5.964904434481194e-06
2177                   	6.498464973963540e-05	2.810586503897856e-04	6.312669615367557e-04	4.972698939372365e-04	5.974594522441974e-06
2178                   	6.491990188484459e-05	2.811743882534368e-04	6.321132015465408e-04	4.986124035548954e-04	5.984497240158333e-06
2179                   	6.485548381153550e-05	2.812878764302485e-04	6.326961365494371e-04	4.999483837643182e-04	5.994687685418122e-06
2180                   	6.479181238814677e-05	2.814003792187132e-04	6.336908793432231e-04	5.012782123910970e-04	6.005194053623551e-06
2181                   	6.472921381854736e-05	2.815137517666024e-04	6.345599569059583e-04	5.026020352872031e-04	6.015872532427332e-06
2182                   	6.466703634093143e-05	2.816296684530969e-04	6.348234643436637e-04	5.039199418431719e-04	6.026779677160611e-06
2183                   	6.460525937038455e-05	2.817437466767282e-04	6.351148199807513e-04	5.052321945449763e-04	6.037905223108428e-06
2184                   	6.454442775934998e-05	2.818567206895796e-04	6.360375155857802e-04	5.065386702862471e-04	6.049294912816568e-06
2185                   	6.448406173449993e-05	2.819744027404951e-04	6.361305730526988e-04	5.078389007702310e-04	6.060966280321128e-06
2186                   	6.442435696894970e-05	2.820964284114415e-04	6.368269835034309e-04	5.091329104235034e-04	6.072955521596450e-06
2187                   	6.436600773224952e-05	2.822195418987190e-04	6.378570392484916e-04	5.104212042612873e-04	6.085274606018249e-06
2188                   	6.430813173487923e-05	2.823422415120024e-04	6.392777309000002e-04	5.117034984372456e-04	6.097880993110239e-06
2189                   	6.425012031983075e-05	2.824638124427024e-04	6.409378032230960e-04	5.129803466805582e-04	6.110851036450285e-06
2190                   	6.419240588558384e-05	2.825850329859598e-04	6.417208097647913e-04	5.142520251424069e-04	6.124253308981066e-06
2191                   	6.413583379542739e-05	2.827075788228782e-04	6.410979387800537e-04	5.155179120978952e-04	6.138106108205047e-06
2192                   	6.407968197308867e-05	2.828328534655155e-04	6.410365771909305e-04	5.167782386380175e-04	6.152497078734086e-06
2193                   	6.402432534368747e-05	2.829581444555493e-04	6.412693654878713e-04	5.180327131217717e-04	6.167446006266714e-06
2194                   	6.396951123547217e-05	2.830851796606948e-04	6.418508324415840e-04	5.192822207762610e-04	6.183009088898241e-06
2195                   	6.391553671320006e-05	2.832113913773534e-04	6.432580154722448e-04	5.205278443081331e-04	6.199306302859232e-06
2196                   	6.386192876447432e-05	2.833374324442743e-04	6.437764999439200e-04	5.217686725654839e-04	6.216423969592601e-06
2197                   	6.380921418909196e-05	2.834629733451222e-04	6.438471935202348e-04	5.230061775861957e-04	6.234504818814800e-06
2198                   	6.375651291263037e-05	2.835882107067944e-04	6.446544687135195e-04	5.242402153354116e-04	6.253662523182719e-06
2199                   	6.370440410643351e-05	2.837166023842507e-04	6.451827756661900e-04	5.254708216261037e-04	6.274075099541200e-06
2200                   	6.365301335547112e-05	2.838439345640422e-04	6.452028959868661e-04	5.266993474920458e-04	6.296004228374255e-06
2201                   	6.360235992366298e-05	2.839690100640212e-04	6.454200592554276e-04	5.279264166108802e-04	6.319763147647931e-06
2202                   	6.355230542439796e-05	2.840907001968518e-04	6.458626010678454e-04	5.291519823608527e-04	6.345829797931601e-06
2203                   	6.350284100052825e-05	2.842134470543202e-04	6.460044363198228e-04	5.303783356700363e-04	6.374767100808950e-06
2204                   	6.345306478740187e-05	2.843366326203364e-04	6.467295145945977e-04	5.312701749906018e-04	6.407507737863569e-06
2205                   	6.340693146170357e-05	2.844665189342575e-04	6.578220239006740e-04	5.320905459042876e-04	6.155344942183034e-06
2206                   	6.336073685442476e-05	2.845889368151203e-04	6.699219102916261e-04	5.329180801258908e-04	6.119866071220910e-06
2207                   	6.331489281473424e-05	2.847125844120264e-04	6.783712310535836e-04	5.337412819661489e-04	6.061758270116850e-06
2208                   	6.326998430106445e-05	2.848438311082401e-04	6.820020020975740e-04	5.345519215743154e-04	6.031482150389616e-06
2209                   	6.322648288916748e-05	2.849750221629096e-04	6.833215993742844e-04	5.353457967508062e-04	5.990086902890262e-06
2210                   	6.318423173743939e-05	2.851030633289281e-04	6.835284791140343e-04	5.361134590574328e-04	5.951410667031130e-06
2211                   	6.314329310183603e-05	2.852240113535846e-04	6.871640795617416e-04	5.370673964707780e-04	5.901174049489942e-06
2212                   	6.310047707398562e-05	2.853374784388174e-04	6.846753310561528e-04	5.380578279066418e-04	6.124423153073600e-06
2213                   	6.305762867810736e-05	2.854533045762890e-04	6.811044177519315e-04	5.390294172606142e-04	6.130317395509417e-06
2214                   	6.301527757722173e-05	2.855692987292039e-04	6.776374854391285e-04	5.399946522389113e-04	6.141995195259801e-06
2215                   	6.297374736468329e-05	2.856748582535080e-04	6.756713283243926e-04	5.409550475058996e-04	6.148610910535647e-06
2216                   	6.293271144771991e-05	2.857713381045869e-04	6.747827937061772e-04	5.419105704158884e-04	6.153888871401267e-06
2217                   	6.289238670346999e-05	2.858635056357766e-04	6.756166835626183e-04	5.430563491829358e-04	6.158463996018381e-06
2218                   	6.285040622200109e-05	2.859460516266239e-04	6.712693945033585e-04	5.441456882218903e-04	6.403155362726115e-06
2219                   	6.281008007019311e-05	2.860283496305640e-04	6.692695810735825e-04	5.452033551642985e-04	6.336455918388209e-06
2220                   	6.277068238923345e-05	2.860965330310054e-04	6.683718973387403e-04	5.462371305573952e-04	6.357063590138890e-06
2221                   	6.273265251720221e-05	2.861545360995217e-04	6.687661229526347e-04	5.472489869404641e-04	6.342574009632065e-06
2222                   	6.269550058939461e-05	2.862054274937403e-04	6.715057052747152e-04	5.482453646456862e-04	6.338055053627651e-06
2223                   	6.265943438113803e-05	2.862452568903210e-04	6.734254772208172e-04	5.492283402267085e-04	6.333559797218450e-06
2224                   	6.262416097885044e-05	2.862687764162226e-04	6.736370752293712e-04	5.501994093791067e-04	6.330755616419748e-06
2225                   	6.259056717677723e-05	2.862675819366181e-04	6.743419636833851e-04	5.511602626136400e-04	6.329085536161621e-06
2226                   	6.255916343525435e-05	2.862322784553369e-04	6.746715164072727e-04	5.521125820308775e-04	6.328271469274786e-06
2227                   	6.252969291145443e-05	2.861578169728864e-04	6.752988544064684e-04	5.530573575339582e-04	6.328054059284382e-06
2228                   	6.250238237207808e-05	2.860363051471553e-04	6.752702768000526e-04	5.539947442757308e-04	6.328270679954887e-06
2229                   	6.247832530029046e-05	2.858503250157102e-04	6.753876367871896e-04	5.549248108147327e-04	6.328813074441415e-06
2230                   	6.245890436864717e-05	2.855776330513363e-04	6.746494439660576e-04	5.558470769406583e-04	6.329617207606791e-06
2231                   	6.244489564306423e-05	2.851774757252163e-04	6.751039039792280e-04	5.567613222655736e-04	6.330608480670047e-06
2232                   	6.243920489116698e-05	2.845855932531881e-04	6.764460377521319e-04	5.576684476638983e-04	6.331753468174600e-06
2233                   	6.244618760509742e-05	2.836978839551183e-04	1.204202791278504e-03	5.585801303609458e-04	6.332968870114839e-06
2234                   	6.204961639363216e-05	2.924231364384142e-04	1.076849146958728e-03	5.594939434849251e-04	6.345012447869425e-06
2235                   	6.180739232917652e-05	2.974963986690068e-04	8.197020221056534e-04	5.604004770308731e-04	6.352786361475862e-06
2236                   	6.182618926285132e-05	2.963893699864410e-04	7.817189540349261e-04	5.612967504140989e-04	6.355964112116888e-06
2237                   	6.189717072700578e-05	2.940195182368067e-04	7.500561823307703e-04	5.621848910472791e-04	6.356827480642372e-06
2238                   	6.185491574664036e-05	2.942568248411029e-04	7.905166526170665e-04	5.630682396693267e-04	6.358681616782276e-06
2239                   	6.168424398627318e-05	2.975546554103352e-04	8.021208155351107e-04	5.639439913070747e-04	6.362335087653292e-06
2240                   	6.177295732446405e-05	2.949491414730666e-04	7.751696747355972e-04	5.648112335383298e-04	6.363321942614292e-06
2241                   	6.185952074534241e-05	2.924192711233954e-04	9.558219661287843e-04	5.656678116952862e-04	6.364626107927741e-06
2242                   	6.224930783507267e-05	2.828209069665362e-04	1.463054952346539e-03	5.665234884088988e-04	6.363768074110032e-06
2243                   	6.161348827963910e-05	2.966564870881651e-04	1.299834244637306e-03	5.673809157972268e-04	6.368779186692530e-06
2244                   	6.122163432646317e-05	3.049883114479211e-04	9.359700969496414e-04	5.682308253126793e-04	6.373750239542029e-06
2245                   	6.134812660344983e-05	3.015933281757942e-04	9.029769596568361e-04	5.690723448157194e-04	6.376989788644989e-06
2246                   	6.156935932777354e-05	2.960943665339784e-04	8.188362790445584e-04	5.699071783595975e-04	6.378982740179130e-06
2247                   	6.160054245286265e-05	2.947960877697249e-04	7.722450288905874e-04	5.707373694786397e-04	6.381407179116344e-06
2248                   	6.150634964784009e-05	2.963047459577609e-04	7.197471623817248e-04	5.715627262748410e-04	6.384460625599373e-06
2249                   	6.143493523702227e-05	2.973901854428961e-04	6.943463326534689e-04	5.723827620622544e-04	6.387648986510225e-06
2250                   	6.142377371769234e-05	2.971571682696285e-04	6.922742103260437e-04	5.731978453316001e-04	6.390823284537348e-06
2251                   	6.142805916824814e-05	2.965418218749209e-04	6.927388890408992e-04	5.740083106606434e-04	6.394036110452309e-06
2252                   	6.141383696165759e-05	2.963393058688734e-04	6.888986513902930e-04	5.748144363713934e-04	6.397327097479958e-06
2253                   	6.138380462519197e-05	2.965137999051022e-04	6.828298925424227e-04	5.755797443191610e-04	6.400648868069891e-06
2254                   	6.135523912664080e-05	2.967074282814089e-04	6.862923918480719e-04	5.763767173718816e-04	5.961447396247667e-06
2255                   	6.133277822743172e-05	2.967619417887574e-04	6.843093119745840e-04	5.771860718745893e-04	6.419608917557541e-06
2256                   	6.131337459813074e-05	2.967552921963023e-04	6.862932066930078e-04	5.779817702290449e-04	6.060466106940989e-06
2257                   	6.129147711555311e-05	2.968008765600096e-04	6.847125948470318e-04	5.787760160434434e-04	6.425830852166427e-06
2258                   	6.126747577579732e-05	2.969047695668309e-04	6.843426599265242e-04	5.795606602025185e-04	6.067133629348130e-06
2259                   	6.124275007828257e-05	2.970259870809703e-04	6.836976840168107e-04	5.803488994272215e-04	6.433049453496793e-06
2260                   	6.121989447082903e-05	2.971287350206377e-04	6.850280220269222e-04	5.811249071434586e-04	6.082024588624437e-06
2261                   	6.119767722275719e-05	2.972298582407195e-04	6.845262237700458e-04	5.819049017609249e-04	6.440047778279644e-06
2262                   	6.117591635852463e-05	2.973381466118764e-04	6.851404398826773e-04	5.826704549571865e-04	6.094851389482210e-06
2263                   	6.115330388043542e-05	2.974579841150277e-04	6.840845941387449e-04	5.834428012376568e-04	6.447154440402293e-06
2264                   	6.113121773843071e-05	2.975798141295939e-04	6.855027107585550e-04	5.841993894758836e-04	6.107168258334329e-06
2265                   	6.110890040441060e-05	2.977055603057611e-04	6.848179469636243e-04	5.849645928349661e-04	6.454373521900119e-06
2266                   	6.108747463841269e-05	2.978252913006891e-04	6.854789192475941e-04	5.857127074046834e-04	6.119424676871854e-06
2267                   	6.106658101631151e-05	2.979501111207991e-04	6.856760944516682e-04	5.864707637523336e-04	6.461617482154255e-06
2268                   	6.104609882303686e-05	2.980736134725460e-04	6.864254855471403e-04	5.872098716908789e-04	6.131832203236022e-06
2269                   	6.102671752559007e-05	2.982067360364608e-04	6.855972655049650e-04	5.879606479023938e-04	6.468949343400479e-06
2270                   	6.100780368553444e-05	2.983339455267287e-04	6.863204826239403e-04	5.886477269463225e-04	6.144123811196403e-06
2271                   	6.098937606086825e-05	2.984657715532722e-04	6.892839783530248e-04	5.893513051549337e-04	6.070534721532778e-06
2272                   	6.097002292746950e-05	2.985976580587068e-04	6.897667342897616e-04	5.900728678974440e-04	6.129442334817196e-06
2273                   	6.095087231169764e-05	2.987257107308662e-04	1.124042164584680e-03	5.908805659570800e-04	6.129229859679213e-06
2274                   	6.130238775388835e-05	2.900950746739678e-04	1.130822531428038e-03	5.916822143437552e-04	6.221764012691735e-06
2275                   	6.147516912929263e-05	2.857344708987601e-04	9.114681742423219e-04	5.924693570314248e-04	6.238937036606945e-06
2276                   	6.138771312351445e-05	2.874231097999428e-04	8.493032074582677e-04	5.932398436591387e-04	6.234277959455877e-06
2277                   	6.125695165096112e-05	2.901939936395101e-04	7.651116096507886e-04	5.939996732976563e-04	6.223560022892425e-06
2278                   	6.122366377445229e-05	2.907907963564769e-04	7.156263182403538e-04	5.947547374367777e-04	6.220314768378429e-06
2279                   	6.125749897351080e-05	2.897936564213895e-04	7.031544292296963e-04	5.955062574269189e-04	6.224455262447801e-06
2280                   	6.128126017431308e-05	2.889612216461248e-04	6.996992587374512e-04	5.962525062835267e-04	6.229900580752953e-06
2281                   	6.127024414391964e-05	2.889427199746193e-04	6.894590738853045e-04	5.969930369403063e-04	6.233776714350377e-06
2282                   	6.124698807035045e-05	2.892706355431657e-04	6.792430557274086e-04	5.977262133857401e-04	6.236223657729420e-06
2283                   	6.123457407163440e-05	2.894046424149562e-04	6.755315088514180e-04	5.984545404732465e-04	6.238252779137002e-06
2284                   	6.123364255158453e-05	2.892755317648138e-04	6.767063774613069e-04	5.991773754035818e-04	6.240537525023411e-06
2285                   	6.123405243061442e-05	2.891002092203335e-04	6.788841365039465e-04	5.998948787597351e-04	6.243318341352912e-06
2286                   	6.122983620369485e-05	2.890253400106991e-04	6.780024886721668e-04	6.006078007269814e-04	6.244589695705310e-06
2287                   	6.122279937263343e-05	2.890223799765601e-04	6.738303414525923e-04	6.013171050690336e-04	6.247434496810748e-06
2288                   	6.121720242259042e-05	2.890093899352638e-04	6.682674401457528e-04	6.020224949770980e-04	6.251239900097625e-06
2289                   	6.121400364413321e-05	2.889530215969984e-04	6.652049359773485e-04	6.027243055752545e-04	6.255390856076526e-06
2290                   	6.121241391651762e-05	2.888787302057318e-04	6.640327584305990e-04	6.034223069227969e-04	6.259605261588474e-06
2291                   	6.121134503995966e-05	2.888098120171341e-04	6.645026732962739e-04	6.041167071906803e-04	6.263856534514638e-06
2292                   	6.121006500635374e-05	2.887520906220143e-04	6.651450465282441e-04	6.048067173041083e-04	6.268274995096078e-06
2293                   	6.120842242312273e-05	2.887014140022826e-04	6.657528135782744e-04	6.054940885410366e-04	6.273001076853934e-06
2294                   	6.120686388737754e-05	2.886488340656176e-04	6.659382133074004e-04	6.061788588835282e-04	6.278028581009180e-06
2295                   	6.120648360839183e-05	2.885922057810513e-04	6.656437116720487e-04	6.068609421331385e-04	6.283264498800713e-06
2296                   	6.120701435050788e-05	2.885323272846199e-04	6.652220449670964e-04	6.075404802578867e-04	6.288658034528901e-06
2297                   	6.120781963285246e-05	2.884697400272441e-04	6.648020965994580e-04	6.082175227633144e-04	6.294152548858465e-06
2298                   	6.120952741175357e-05	2.884057805286899e-04	6.644830239561227e-04	6.088916378912412e-04	6.299696135890472e-06
2299                   	6.121187732992436e-05	2.883362846463828e-04	6.649891899221773e-04	6.095628936962284e-04	6.305304180642166e-06
2300                   	6.121450637134641e-05	2.882647160562841e-04	6.656721606819832e-04	6.102312545887281e-04	6.310998923344647e-06
2301                   	6.121719655903927e-05	2.881935901657837e-04	6.662746263334200e-04	6.108973241445256e-04	6.316793846661031e-06
2302                   	6.122079562000416e-05	2.881231939027006e-04	6.661333961114147e-04	6.115606903940567e-04	6.322677552864478e-06
2303                   	6.122510659396431e-05	2.880509740980912e-04	6.656217342110547e-04	6.122211808755633e-04	6.328638299866702e-06
2304                   	6.123004794279310e-05	2.879776384676009e-04	6.654582720413840e-04	6.128782368738574e-04	6.334594748853952e-06
2305                   	6.123568504685943e-05	2.879032861111166e-04	6.662154379085479e-04	6.135329636447425e-04	6.340586884621402e-06
2306                   	6.124136163363549e-05	2.878294868216493e-04	6.667179299996578e-04	6.141857007069916e-04	6.346603675479916e-06
2307                   	6.124705000394729e-05	2.877519216308615e-04	6.668831407110269e-04	6.148358384318126e-04	6.352649363059183e-06
2308                   	6.125288611125687e-05	2.876700024554997e-04	6.670083073156730e-04	6.154830358327766e-04	6.358739547199930e-06
2309                   	6.125971006577289e-05	2.875867071780731e-04	6.672186270156676e-04	6.161282657450055e-04	6.364845714660633e-06
2310                   	6.126754167368148e-05	2.875025723555594e-04	6.670039579069598e-04	6.167710631793094e-04	6.370972245041330e-06
2311                   	6.127590686888378e-05	2.874179616264178e-04	6.677251066969366e-04	6.174112978428666e-04	6.377094285859788e-06
2312                   	6.128469431564226e-05	2.873355118800862e-04	6.679817763084228e-04	6.180495815490767e-04	6.383221059915827e-06
2313                   	6.129446773235662e-05	2.872527260651318e-04	6.680246779360562e-04	6.186858993034011e-04	6.389353699422183e-06
2314                   	6.130437819627243e-05	2.871681755379820e-04	6.681972696251226e-04	6.193192453371180e-04	6.395479102092789e-06
2315                   	6.131458019865440e-05	2.870798290778744e-04	6.685409343541532e-04	6.199502546555886e-04	6.401623712411081e-06
2316                   	6.132563274986460e-05	2.869896469471771e-04	6.687601447330428e-04	6.205793379749037e-04	6.407766777195237e-06
2317                   	6.133709300492363e-05	2.868974386375814e-04	6.690668028408816e-04	6.212062532785406e-04	6.413915165456024e-06
2318                   	6.134925071128719e-05	2.868054216234215e-04	6.695877676239196e-04	6.218311468698994e-04	6.420060043693768e-06
2319                   	6.136246498314730e-05	2.867110719743950e-04	6.698642312168010e-04	6.224541928471193e-04	6.426207577878578e-06
2320                   	6.137632039159123e-05	2.866134775906258e-04	6.699556862170892e-04	6.230753880216451e-04	6.432367976141617e-06
2321                   	6.139099069639808e-05	2.865135137100507e-04	6.688633789798640e-04	6.236942552964684e-04	6.438529238425191e-06
2322                   	6.140606518544026e-05	2.864120806016451e-04	6.673773622868888e-04	6.243099841510974e-04	6.444691823446836e-06
2323                   	6.142165822337834e-05	2.863115532067099e-04	6.672706561261241e-04	6.249228281962974e-04	6.450887392055351e-06
2324                   	6.143804840903274e-05	2.862098669382911e-04	6.672226045800288e-04	6.255333934791820e-04	6.457029656636174e-06
2325                   	6.145510962051686e-05	2.861054443608028e-04	6.674475776209741e-04	6.261420546526881e-04	6.463199463008850e-06
2326                   	6.147300891916411e-05	2.859998781877297e-04	6.676797163531388e-04	6.267483457649859e-04	6.469452076078643e-06
2327                   	6.149195661182915e-05	2.858927182268831e-04	6.682093113745574e-04	6.273527765157694e-04	6.475718696292996e-06
2328                   	6.151155745547238e-05	2.857870791259310e-04	6.680150616972486e-04	6.279553505242758e-04	6.481977030738619e-06
2329                   	6.153176533449779e-05	2.856820392124768e-04	6.681185199516673e-04	6.285549787049701e-04	6.488461783850491e-06
2330                   	6.155256615317645e-05	2.855757387319263e-04	6.685453164028646e-04	6.291515765664706e-04	6.493205311551838e-06
2331                   	6.157381632523507e-05	2.854687719305091e-04	6.688647136136774e-04	6.297460721564860e-04	6.498332657942383e-06
2332                   	6.159546484406927e-05	2.853596159856708e-04	6.693867560112463e-04	6.303385266099207e-04	6.503826308943782e-06
2333                   	6.161795378713949e-05	2.852488361421096e-04	6.693309244089917e-04	6.309288358282062e-04	6.509548392717268e-06
2334                   	6.164096511922180e-05	2.851377043059550e-04	6.682892279978972e-04	6.315166379129000e-04	6.515422355845160e-06
2335                   	6.166507327749152e-05	2.850273706071747e-04	6.684772624448337e-04	6.321025736304575e-04	6.521398174473715e-06
2336                   	6.168889847933330e-05	2.849144066380421e-04	6.692080063099745e-04	6.326854205440970e-04	6.527438651701266e-06
2337                   	6.171290949167080e-05	2.847993045798966e-04	6.706961763514795e-04	6.332659828314429e-04	6.533513778488868e-06
2338                   	6.173777332678369e-05	2.846807454839995e-04	6.714761235172681e-04	6.338448451842861e-04	6.539612703282492e-06
2339                   	6.176287730329187e-05	2.845603632902034e-04	6.715512334688706e-04	6.344219464285761e-04	6.545736705302147e-06
2340                   	6.178848563342395e-05	2.844378649740282e-04	6.718939460710566e-04	6.349975026985090e-04	6.551875412959260e-06
2341                   	6.181499558108716e-05	2.843122100534670e-04	6.722194154181945e-04	6.355715324116366e-04	6.558026985568716e-06
2342                   	6.184236356156300e-05	2.841845143284162e-04	6.720578516586049e-04	6.361435826972299e-04	6.564184200037585e-06
2343                   	6.187021834598803e-05	2.840557850498523e-04	6.721988201034457e-04	6.367141442864775e-04	6.570344420611671e-06
2344                   	6.189822388931748e-05	2.839247016262708e-04	6.723359767969338e-04	6.372826602422892e-04	6.576515174613059e-06
2345                   	6.192636731320236e-05	2.837917927940733e-04	6.718861021561251e-04	6.378482477575740e-04	6.582688964665556e-06
2346                   	6.195557067695370e-05	2.836584804334612e-04	6.723328068266494e-04	6.384119127101659e-04	6.588862917061130e-06
2347                   	6.198516691198210e-05	2.835269624233268e-04	6.730645996156362e-04	6.389738434521126e-04	6.595033484652522e-06
