# Residuals            
# Time                 	Ux                     	Uy                     	p                      	k                      	omega                  
1498                   	3.310986714162358e-04	2.139516397740883e-03	3.803187535511225e-03	3.958963874339250e-04	1.068852358813393e-05
1499                   	3.307856763987899e-04	2.135906682879853e-03	3.807300307795513e-03	3.945307178093544e-04	1.064033571202123e-05
1500                   	3.304886074556175e-04	2.132213319967225e-03	3.801630023862749e-03	3.930520543873757e-04	1.061133736709731e-05
1501                   	3.301891095947531e-04	2.128546350638383e-03	3.801303014053069e-03	3.916324030846667e-04	1.053938806004394e-05
1502                   	3.298893056759755e-04	2.124859110140245e-03	3.801080619555530e-03	3.902409682353427e-04	1.048107337266101e-05
1503                   	3.295887030699177e-04	2.121119203760566e-03	3.792055039578452e-03	3.888767552651723e-04	1.042617664920468e-05
1504                   	3.292876088389872e-04	2.117341871229545e-03	3.788507956498693e-03	3.875388114820992e-04	1.037602839549710e-05
1505                   	3.289855347868920e-04	2.113537193134730e-03	3.792045185628753e-03	3.862262639731273e-04	1.032736993664431e-05
1506                   	3.286797215383229e-04	2.109742642172542e-03	3.795028748884333e-03	3.849407109582389e-04	1.028013154127283e-05
1507                   	3.283742316097386e-04	2.105943772838931e-03	3.796159537532464e-03	3.836785926112055e-04	1.023459286219005e-05
1508                   	3.280666768012011e-04	2.102142417269818e-03	3.794385414049014e-03	3.824445140028653e-04	1.019088211100324e-05
1509                   	3.277589017474741e-04	2.098315693150659e-03	3.791220949604406e-03	3.812311017825574e-04	1.014846930031892e-05
1510                   	3.274527236818454e-04	2.094474761225958e-03	3.787043766514621e-03	3.800314631359623e-04	1.010857652522597e-05
1511                   	3.271464999048020e-04	2.090605706416650e-03	3.784385160303889e-03	3.788490532145736e-04	1.006991241694119e-05
1512                   	3.268397312078951e-04	2.086731361991633e-03	3.775774676681581e-03	3.776752904647575e-04	1.003097269659534e-05
1513                   	3.265326378728650e-04	2.082846756337869e-03	3.767832118178092e-03	3.765183187028258e-04	9.992300664955659e-06
1514                   	3.262232554954776e-04	2.078955054653012e-03	3.760499678085014e-03	3.753736107215243e-04	9.955265777395963e-06
1515                   	3.259123655569680e-04	2.075064045232090e-03	3.756200658006002e-03	3.742427739104706e-04	9.918477634681952e-06
1516                   	3.256002654210957e-04	2.071198579320739e-03	3.754378239702068e-03	3.731217596167492e-04	9.883268950775581e-06
1517                   	3.252861285647575e-04	2.067314135411459e-03	3.753866641056794e-03	3.720123949867028e-04	9.850194392951354e-06
1518                   	3.249694300793821e-04	2.063426050533619e-03	3.752652634126224e-03	3.709112080433283e-04	9.815844561966090e-06
1519                   	3.246539222789493e-04	2.059548538620155e-03	3.749032459157487e-03	3.698282364000216e-04	9.782539144094563e-06
1520                   	3.243372915007888e-04	2.055649423630869e-03	3.743134346448595e-03	3.687574985662345e-04	9.749840533123805e-06
1521                   	3.240193356472593e-04	2.051742175629592e-03	3.736737115014448e-03	3.676976034720174e-04	9.718421183804629e-06
1522                   	3.237021222929099e-04	2.047834174396568e-03	3.730461383644102e-03	3.666518764927435e-04	9.687529280021924e-06
1523                   	3.233848536698444e-04	2.043918422130125e-03	3.724768841517824e-03	3.656151823713933e-04	9.658382947906483e-06
1524                   	3.230652699554322e-04	2.040023575889273e-03	3.718625830776311e-03	3.645958254400041e-04	9.628949768071570e-06
1525                   	3.227432443012222e-04	2.036126187813799e-03	3.709822986804200e-03	3.635975846617443e-04	9.600012252816152e-06
1526                   	3.224172069363763e-04	2.032224052480742e-03	3.702850671900881e-03	3.626180397329291e-04	9.571113827825102e-06
1527                   	3.220904971210137e-04	2.028319760465254e-03	3.696920097228428e-03	3.616500649570917e-04	9.543273603272132e-06
1528                   	3.217630189339364e-04	2.024467171664364e-03	3.688164895819992e-03	3.606878960990635e-04	9.515945471124250e-06
1529                   	3.214350233156551e-04	2.020629395949580e-03	3.676547879931975e-03	3.597298122447141e-04	9.489406260651754e-06
1530                   	3.211061717408331e-04	2.016803817268123e-03	3.666091613109273e-03	3.587772779815047e-04	9.464129532769774e-06
1531                   	3.207753140734884e-04	2.012970370706893e-03	3.659012295133591e-03	3.578365343149609e-04	9.438225160654504e-06
1532                   	3.204451423147913e-04	2.009156332967884e-03	3.651423589711999e-03	3.569037996168565e-04	9.411475454077391e-06
1533                   	3.201122296307602e-04	2.005371498908262e-03	3.645327389889615e-03	3.559857856993614e-04	9.386270722571754e-06
1534                   	3.197765970760990e-04	2.001601563556329e-03	3.638985479748068e-03	3.550788242295526e-04	9.361911358197520e-06
1535                   	3.194385884057262e-04	1.997863072044546e-03	3.631539082856873e-03	3.541780486835115e-04	9.338098107404963e-06
1536                   	3.190996404554879e-04	1.994144988270853e-03	3.620173093478569e-03	3.532832754422813e-04	9.315910516645106e-06
1537                   	3.187582905488585e-04	1.990429792344988e-03	3.608747729042822e-03	3.523959261438009e-04	9.292757087206056e-06
1538                   	3.184147262092132e-04	1.986706730157287e-03	3.599530434745935e-03	3.515187913291796e-04	9.269185313662309e-06
1539                   	3.180700235052551e-04	1.982986702691886e-03	3.593158927431007e-03	3.506631859470620e-04	9.246529684829753e-06
1540                   	3.177226003649501e-04	1.979272569770556e-03	3.583725687002780e-03	3.498251601114951e-04	9.225009279240767e-06
1541                   	3.173733975381467e-04	1.975594732811726e-03	3.575102026189393e-03	3.489965386931696e-04	9.203580489724384e-06
1542                   	3.170221314222690e-04	1.971956721288840e-03	3.565381455241864e-03	3.481779148272957e-04	9.183982198330968e-06
1543                   	3.166703877904564e-04	1.968370687387993e-03	3.555023403213440e-03	3.473641160098345e-04	9.163488123530157e-06
1544                   	3.163179739140017e-04	1.964807037575989e-03	3.543440162448732e-03	3.465581059608629e-04	9.142786908351871e-06
1545                   	3.159627847498419e-04	1.961283819984198e-03	3.531366529172073e-03	3.457686467321563e-04	9.122779087490137e-06
1546                   	3.156079486398769e-04	1.957769933188598e-03	3.516852596334062e-03	3.449899087981395e-04	9.103558931285011e-06
1547                   	3.152506077025269e-04	1.954263681955369e-03	3.501153272506028e-03	3.442232945197347e-04	9.084569159884458e-06
1548                   	3.148906828360667e-04	1.950774214329651e-03	3.485282579171292e-03	3.434640013197511e-04	9.067263940335906e-06
1549                   	3.145292654159956e-04	1.947328967834757e-03	3.466933880226195e-03	3.427073603540031e-04	9.049238392737533e-06
1550                   	3.141674664556288e-04	1.943910410000099e-03	3.451560242287073e-03	3.419646399194095e-04	9.030966794362107e-06
1551                   	3.138039732512119e-04	1.940525459509611e-03	3.438824932578043e-03	3.412345733358280e-04	9.013324256149072e-06
1552                   	3.134394715550555e-04	1.937143147532217e-03	3.430141298096861e-03	3.405171776281120e-04	8.996176374281753e-06
1553                   	3.130712379327581e-04	1.933789345199582e-03	3.422447578661337e-03	3.398163288273933e-04	8.979885450816328e-06
1554                   	3.127020431272499e-04	1.930446785945865e-03	3.414138109674648e-03	3.391304145408802e-04	8.964460305169773e-06
1555                   	3.123313610688647e-04	1.927131999958615e-03	3.405825985614043e-03	3.384579031138067e-04	8.949582534294364e-06
1556                   	3.119596959683264e-04	1.923877548198586e-03	3.398153769687628e-03	3.378004878573662e-04	8.933934180963248e-06
1557                   	3.115898364768738e-04	1.920629589703902e-03	3.390840999967221e-03	3.371589465084573e-04	8.917636507169118e-06
1558                   	3.112178003253509e-04	1.917397329261989e-03	3.383567580309576e-03	3.365311188004599e-04	8.902255199420446e-06
1559                   	3.108422548962929e-04	1.914183261672102e-03	3.373975750320124e-03	3.359291025603796e-04	8.887365892088823e-06
1560                   	3.104625382764586e-04	1.910998033910220e-03	3.364513556712728e-03	3.353450221146608e-04	8.873522298335037e-06
1561                   	3.100818566672499e-04	1.907847031932547e-03	3.355922321244668e-03	3.347815715363724e-04	8.859621811019120e-06
1562                   	3.096997676134674e-04	1.904724213894608e-03	3.348291001580132e-03	3.342499802606632e-04	8.845280308624461e-06
1563                   	3.093163698576469e-04	1.901634775216630e-03	3.340122156103523e-03	3.337391549160477e-04	8.830456742810752e-06
1564                   	3.089341797419232e-04	1.898588823067726e-03	3.332394300528749e-03	3.332501620323071e-04	8.816519348255029e-06
1565                   	3.085504954436679e-04	1.895559854282050e-03	3.325074255868682e-03	3.327800705390002e-04	8.802923624177611e-06
1566                   	3.081633325674733e-04	1.892501420125858e-03	3.313053477271698e-03	3.323304929075914e-04	8.790182733103084e-06
1567                   	3.077741892146277e-04	1.889450503587113e-03	3.302766408575096e-03	3.319119971407008e-04	8.778189706762905e-06
1568                   	3.073822766479497e-04	1.886402388661142e-03	3.293732727734779e-03	3.315244433589302e-04	8.764897688087467e-06
1569                   	3.069913155718207e-04	1.883375406604595e-03	3.285476439956265e-03	3.311822966240053e-04	8.751468498545390e-06
1570                   	3.065979655026997e-04	1.880379478186389e-03	3.278301690829046e-03	3.308790721841597e-04	8.737964247114979e-06
1571                   	3.062014890497402e-04	1.877382543823166e-03	3.270909884163838e-03	3.306095598914033e-04	8.724673425661599e-06
1572                   	3.058058235573747e-04	1.874399186055470e-03	3.263994010704738e-03	3.303723781205444e-04	8.711900170900580e-06
1573                   	3.054081844832363e-04	1.871442469188706e-03	3.256033877191556e-03	3.301651252342479e-04	8.700493273004889e-06
1574                   	3.050075367814235e-04	1.868502870742183e-03	3.248784068594194e-03	3.299929594348979e-04	8.687485000458323e-06
1575                   	3.046037345252808e-04	1.865555420804396e-03	3.240564030294254e-03	3.298470183995707e-04	8.674584354833882e-06
1576                   	3.042012454966649e-04	1.862598820611340e-03	3.234692472713006e-03	3.297495843374301e-04	8.661636548862093e-06
1577                   	3.038010932721193e-04	1.859649356112062e-03	3.228216020818642e-03	3.297046653015945e-04	8.649392803036737e-06
1578                   	3.034001279614228e-04	1.856711627060283e-03	3.221582060602383e-03	3.297125544241344e-04	8.637252780946669e-06
1579                   	3.029969189145767e-04	1.853789666434046e-03	3.213741513112405e-03	3.297591605963951e-04	8.626642546303210e-06
1580                   	3.025903900387245e-04	1.850873964896892e-03	3.205283662023163e-03	3.298433903655491e-04	8.614804551600471e-06
1581                   	3.021835743180010e-04	1.847949853829992e-03	3.199584651477252e-03	3.299704145111296e-04	8.602854815685184e-06
1582                   	3.017744255410797e-04	1.845010584168453e-03	3.191863707070284e-03	3.301327244545506e-04	8.590682798282975e-06
1583                   	3.013641215801903e-04	1.842064294209804e-03	3.186508625347632e-03	3.303226551104635e-04	8.578907081505006e-06
1584                   	3.009536469624182e-04	1.839091773167179e-03	3.179608082648447e-03	3.305405706588055e-04	8.567382395210465e-06
1585                   	3.005418722613802e-04	1.836157717246888e-03	3.171848623124209e-03	3.307846035536591e-04	8.556760938553647e-06
1586                   	3.001286440163933e-04	1.833263660092956e-03	3.164528329129550e-03	3.310602491165616e-04	8.545872884993212e-06
1587                   	2.997145388038150e-04	1.830361135045037e-03	3.153709103247790e-03	3.313611178300708e-04	8.534185300708303e-06
1588                   	2.993003063686315e-04	1.827439235222050e-03	3.145170591291513e-03	3.316819653219689e-04	8.522563861973901e-06
1589                   	2.988868559955803e-04	1.824493043955574e-03	3.142301119527078e-03	3.320241859014529e-04	8.510728490286529e-06
1590                   	2.984728426770246e-04	1.821529475408291e-03	3.137486159606562e-03	3.323751740758210e-04	8.499414253110719e-06
1591                   	2.980558493851236e-04	1.818515464091825e-03	3.130456014751936e-03	3.327440695015545e-04	8.488007579950855e-06
1592                   	2.976375051799275e-04	1.815480108531690e-03	3.126234179254676e-03	3.331325876141211e-04	8.478332069113212e-06
1593                   	2.972207599599497e-04	1.812424064263440e-03	3.117329218845241e-03	3.335416405426260e-04	8.466522380615020e-06
1594                   	2.968029493138491e-04	1.809307622503449e-03	3.108948971736089e-03	3.339742209792213e-04	8.455556110941798e-06
1595                   	2.963834813156773e-04	1.806160031537282e-03	3.103324807721765e-03	3.344252822088695e-04	8.444349498220938e-06
1596                   	2.959609099951046e-04	1.802957915463530e-03	3.096408868197332e-03	3.348898154348921e-04	8.433231167902880e-06
1597                   	2.955356953122328e-04	1.799768269730708e-03	3.089323640204123e-03	3.353640798454669e-04	8.422834090601353e-06
1598                   	2.951105999779786e-04	1.796579398726940e-03	3.082217706120466e-03	3.358534856750590e-04	8.412270502748405e-06
1599                   	2.946855917973133e-04	1.793427660490393e-03	3.076664845134890e-03	3.363602558651563e-04	8.401060625538069e-06
1600                   	2.942602193733181e-04	1.790273678760327e-03	3.071295074453892e-03	3.368781180048082e-04	8.390111360496834e-06
1601                   	2.938341912828673e-04	1.787139198574456e-03	3.066382002462239e-03	3.374111243168021e-04	8.378964309858776e-06
1602                   	2.934057668436321e-04	1.784030673977435e-03	3.061106557173055e-03	3.379538692006315e-04	8.367640757820648e-06
1603                   	2.929728756757284e-04	1.780885675050666e-03	3.054392369906143e-03	3.385138118719488e-04	8.356709287647822e-06
1604                   	2.925396441702579e-04	1.777727120161112e-03	3.048082503653676e-03	3.390804693582498e-04	8.345736223460328e-06
1605                   	2.921054910494778e-04	1.774593283324327e-03	3.040534193362716e-03	3.396591726248433e-04	8.335419849917996e-06
1606                   	2.916704602862424e-04	1.771507957197597e-03	3.034164848485105e-03	3.402505725009180e-04	8.325039700439073e-06
1607                   	2.912346589326990e-04	1.768446684181328e-03	3.024977814322267e-03	3.408520998863968e-04	8.314161021358662e-06
1608                   	2.907967190436930e-04	1.765413887865697e-03	3.016462414500991e-03	3.414587262800852e-04	8.303116824610749e-06
1609                   	2.903576749771707e-04	1.762426770433714e-03	3.011785633646142e-03	3.420760901653331e-04	8.291844827924217e-06
1610                   	2.899176106204527e-04	1.759484723895122e-03	6.467037695758429e-03	3.426853672012411e-04	8.273722981811988e-06
1611                   	2.914555823810026e-04	1.687680551689455e-03	5.332874952899178e-03	3.432974022293478e-04	8.254802916999983e-06
1612                   	2.921037855065582e-04	1.647192807874334e-03	3.850944847952943e-03	3.439231321068314e-04	8.246067929582913e-06
1613                   	2.913152939299311e-04	1.656121618307154e-03	3.758377454263345e-03	3.445707521055577e-04	8.241000655121493e-06
1614                   	2.901919052761920e-04	1.676209281227507e-03	3.542312938206711e-03	3.452275309596055e-04	8.234230784564173e-06
1615                   	2.895808435767272e-04	1.678617003552666e-03	3.371945688815532e-03	3.458890205585020e-04	8.223785090427079e-06
1616                   	2.894064217488013e-04	1.666216463854978e-03	3.228098611786723e-03	3.465577314192180e-04	8.212865746781753e-06
1617                   	2.892229371853089e-04	1.654220946951779e-03	3.031799015636537e-03	3.472356402204685e-04	8.203254952966443e-06
1618                   	2.888265811406362e-04	1.649506913770696e-03	3.000372331434518e-03	3.479165188695130e-04	8.195583360541173e-06
1619                   	2.883200880223921e-04	1.648507574995571e-03	3.004716368567107e-03	3.486018942572960e-04	8.186473796345154e-06
1620                   	2.878539001668584e-04	1.646152198509418e-03	2.992339495844083e-03	3.492977692603143e-04	8.176884864811944e-06
1621                   	2.874596303433950e-04	1.641356751059136e-03	2.962255677731453e-03	3.499977385823635e-04	8.166549638143570e-06
1622                   	2.870826561515798e-04	1.635921273278915e-03	2.921849355094693e-03	3.506979380971961e-04	8.156410118007295e-06
1623                   	2.866809896942073e-04	1.631325459788019e-03	2.906824683653920e-03	3.514015529542797e-04	8.146272346102564e-06
1624                   	2.862581912846184e-04	1.627459327229835e-03	2.908501202453946e-03	3.521052143235494e-04	8.137142345787133e-06
1625                   	2.858333144004376e-04	1.623563871264456e-03	2.910173814078485e-03	3.528124010827370e-04	8.128097755382039e-06
1626                   	2.854148938132024e-04	1.619370321688987e-03	2.904160012337679e-03	3.535230177937405e-04	8.118271421720117e-06
1627                   	2.850011053357592e-04	1.615112150740645e-03	2.890498081523308e-03	3.542349955875857e-04	8.108486726330548e-06
1628                   	2.845839342929163e-04	1.610977729071309e-03	2.876442950218701e-03	3.549497271587381e-04	8.098156116621918e-06
1629                   	2.841641112654793e-04	1.606964950755328e-03	2.867079985482980e-03	3.556621389385727e-04	8.088202993359568e-06
1630                   	2.837428900460381e-04	1.602977649517396e-03	2.858702787231974e-03	3.563735603252954e-04	8.078304675167666e-06
1631                   	2.833212622421935e-04	1.598932748520916e-03	2.848860287656589e-03	3.570862172759825e-04	8.069401452639262e-06
1632                   	2.828989593445381e-04	1.594878155145755e-03	2.838107227908717e-03	3.577998533448051e-04	8.059990151718803e-06
1633                   	2.824753264444434e-04	1.590884441978340e-03	2.830162280612300e-03	3.585119299399032e-04	8.050290661610856e-06
1634                   	2.820512174489464e-04	1.586962437862568e-03	2.822307329119204e-03	3.592259300762197e-04	8.040417324321211e-06
1635                   	2.816259977289007e-04	1.583068520913325e-03	2.813661767028306e-03	3.599426172249194e-04	8.030302040125147e-06
1636                   	2.811987936673436e-04	1.579197541772472e-03	2.804391322553894e-03	3.606561919912406e-04	8.020614127882399e-06
1637                   	2.807708778643972e-04	1.575352954625160e-03	2.794679318838375e-03	3.613654065720606e-04	8.010877167380150e-06
1638                   	2.803410608387679e-04	1.571518423010759e-03	2.783711037162060e-03	3.620739515587564e-04	8.002072876926813e-06
1639                   	2.799100485487794e-04	1.567691793501761e-03	2.778002524004205e-03	3.627815084473727e-04	7.992642999611003e-06
1640                   	2.794792968636849e-04	1.563901738358782e-03	2.770881686610528e-03	3.634852399698520e-04	7.983168867777502e-06
1641                   	2.790478038530255e-04	1.560122164681668e-03	2.763847271723708e-03	3.641853208739141e-04	7.973665639831045e-06
1642                   	2.786152210422395e-04	1.556351854253688e-03	2.756361525467735e-03	3.648828395679236e-04	7.963803504774475e-06
1643                   	2.781798699357433e-04	1.552606750938814e-03	2.747108125791835e-03	3.655773230708932e-04	7.954306586099948e-06
1644                   	2.777426075875299e-04	1.548881832854080e-03	2.738558415752847e-03	3.662681274044358e-04	7.944715976762138e-06
1645                   	2.773055747528230e-04	1.545187824110691e-03	2.727031592456014e-03	3.669571766454696e-04	7.935924165486221e-06
1646                   	2.768674171504463e-04	1.541510220289366e-03	2.718023614659555e-03	3.676463525204198e-04	7.926853312127826e-06
1647                   	2.764273731912900e-04	1.537866009351941e-03	2.708657092358407e-03	3.683351992783466e-04	7.917402559426439e-06
1648                   	2.759846735394072e-04	1.534280077074212e-03	2.698763981523984e-03	3.690236450397338e-04	7.907879125214155e-06
1649                   	2.755396611788772e-04	1.530703359540059e-03	2.691643879016236e-03	3.697102213693719e-04	7.898193795464513e-06
1650                   	2.750943153181728e-04	1.527147569317494e-03	2.685518861020172e-03	3.703954487096155e-04	7.888573268447462e-06
1651                   	2.746482678589317e-04	1.523603845507819e-03	2.677125917056290e-03	3.710775397011728e-04	7.879155935893701e-06
1652                   	2.742010299212784e-04	1.520066351118193e-03	2.670065539324545e-03	3.717544644707899e-04	7.870073124650472e-06
1653                   	2.737523842789088e-04	1.516545125741571e-03	2.662511632027920e-03	3.724274487403575e-04	7.861271541681130e-06
1654                   	2.733045905189407e-04	1.513041193811436e-03	2.656445439869939e-03	3.730983871140266e-04	7.850941295675793e-06
1655                   	2.728540929878540e-04	1.509570930829287e-03	2.651201679526228e-03	3.737646534822696e-04	7.841308966771752e-06
1656                   	2.724024538612025e-04	1.506113687073362e-03	2.643627862244779e-03	3.744307240874824e-04	7.831817161682349e-06
1657                   	2.719514854898713e-04	1.502669673037099e-03	2.633336173140422e-03	3.750955946500394e-04	7.822057009638955e-06
1658                   	2.714999810061528e-04	1.499252920956861e-03	2.626851546596730e-03	3.757594975413385e-04	7.812718960784798e-06
1659                   	2.710451387805358e-04	1.495853150328294e-03	2.623148063652314e-03	3.764209729819266e-04	7.803278337806091e-06
1660                   	2.705873323558415e-04	1.492447568047323e-03	2.619648132955406e-03	3.770785215924464e-04	7.794951684717558e-06
1661                   	2.701267063119283e-04	1.489056454394057e-03	2.614962621416904e-03	3.777322375075960e-04	7.785591798799341e-06
1662                   	2.696656543045648e-04	1.485682892101001e-03	2.608244532593848e-03	3.783829858082676e-04	7.776248136586148e-06
1663                   	2.692026477094236e-04	1.482351428535411e-03	2.599245508495290e-03	3.790324453616357e-04	7.767110589609890e-06
1664                   	2.687390737324920e-04	1.479041607841986e-03	2.592822438841182e-03	3.796777100523979e-04	7.757628624340808e-06
1665                   	2.682742059526761e-04	1.475758746734092e-03	2.586947749795984e-03	3.803194978121026e-04	7.748324090015905e-06
1666                   	2.678088392276850e-04	1.472482392353299e-03	2.580097326076129e-03	3.809605020287943e-04	7.739263288406520e-06
1667                   	2.673417717797502e-04	1.469215061333268e-03	2.573587744475618e-03	3.815985979700853e-04	7.730858643224526e-06
1668                   	2.668761308913202e-04	1.465983561947596e-03	2.568110732750605e-03	3.822305329623541e-04	7.722104232500570e-06
1669                   	2.664110605651938e-04	1.462780573492535e-03	2.563006798390314e-03	3.828567497882209e-04	7.713178694962555e-06
1670                   	2.659453961741711e-04	1.459593562029349e-03	2.556152560060836e-03	3.834800432485001e-04	7.704185535451649e-06
1671                   	2.654750405348911e-04	1.456413075852515e-03	2.547628201725597e-03	3.840996967241507e-04	7.695347693421643e-06
1672                   	2.650027510472801e-04	1.453242949311126e-03	2.539999321445263e-03	3.847207582857177e-04	7.686327101522986e-06
1673                   	2.645306433178358e-04	1.450069991933568e-03	2.532521131869459e-03	3.853387286395217e-04	7.677757476902858e-06
1674                   	2.640577911768457e-04	1.446896434202276e-03	2.523286319983332e-03	3.859538124071741e-04	7.669250819379251e-06
1675                   	2.635809246128521e-04	1.443729479754890e-03	2.515448604084195e-03	3.865668980321002e-04	7.661844126482255e-06
1676                   	2.631034644023122e-04	1.440587103117174e-03	2.510533575656543e-03	3.871749730721896e-04	7.653536567422917e-06
1677                   	2.626255837492092e-04	1.437474464711398e-03	2.506623863109192e-03	3.877777212890835e-04	7.645382044006455e-06
1678                   	2.621468529749645e-04	1.434384465743995e-03	2.502998173644817e-03	3.883783461551802e-04	7.637429359606728e-06
1679                   	2.616665510533828e-04	1.431296051024854e-03	2.496251934849918e-03	3.889784107456238e-04	7.629716513579984e-06
1680                   	2.611858734414967e-04	1.428209921141987e-03	2.489797002860429e-03	3.895818469949774e-04	7.621943151933403e-06
1681                   	2.607052754306008e-04	1.425145100584863e-03	2.483351603327716e-03	3.901852234422455e-04	7.615033731149452e-06
1682                   	2.602234578229701e-04	1.422084931046308e-03	2.470527687899556e-03	3.907891365502717e-04	7.608779680786907e-06
1683                   	2.597421389727414e-04	1.419041531889109e-03	2.452869199527003e-03	3.913974319227221e-04	7.603950916378225e-06
1684                   	2.592607047509194e-04	1.416009230802007e-03	2.440649862257930e-03	3.920083687307671e-04	7.599380103042537e-06
1685                   	2.587797866769099e-04	1.412967009782596e-03	2.433349568000993e-03	3.926253729360504e-04	7.596312757833403e-06
1686                   	2.582963960515396e-04	1.409919988904725e-03	2.425927612732358e-03	3.932588042211089e-04	7.595654197762804e-06
1687                   	2.578113576115435e-04	1.406861271234446e-03	2.420553458396976e-03	3.939284995160527e-04	7.599613627699970e-06
1688                   	2.573257691124876e-04	1.403790463688047e-03	2.415677406101163e-03	3.944091026459870e-04	7.612886561254884e-06
1689                   	2.568389746055165e-04	1.400690541512483e-03	2.410909751233712e-03	3.949518817007960e-04	7.580157154414316e-06
1690                   	2.563510093797194e-04	1.397575877499719e-03	2.409243271605282e-03	3.952624912286614e-04	7.574532454779752e-06
1691                   	2.558640545439013e-04	1.394428075589371e-03	2.412238662090426e-03	3.956803550753276e-04	7.493619677614293e-06
1692                   	2.553762585532994e-04	1.391280391691162e-03	2.415441239494970e-03	3.961818372244997e-04	7.476060599218427e-06
1693                   	2.548912077948187e-04	1.388123771335496e-03	2.410255233449590e-03	3.966777177944082e-04	7.461243460486273e-06
1694                   	2.544055507471045e-04	1.384936725693618e-03	2.399389066521767e-03	3.971760634559727e-04	7.447885788114048e-06
1695                   	2.539206285487492e-04	1.381690798015530e-03	2.389317795343628e-03	3.976767021170600e-04	7.435311736514256e-06
1696                   	2.534374899253054e-04	1.378367393157235e-03	2.378867991860930e-03	3.981799734922203e-04	7.423048845744099e-06
1697                   	2.529571566207600e-04	1.374959170478173e-03	2.371666729261558e-03	3.986839977534485e-04	7.411254359768697e-06
1698                   	2.524810073876980e-04	1.371448444778450e-03	2.368838542787087e-03	3.991858325044616e-04	7.399903861206231e-06
1699                   	2.520095547773402e-04	1.367809940792132e-03	2.365620484831347e-03	3.996840102714139e-04	7.389561619354792e-06
1700                   	2.515422111953238e-04	1.363981010273373e-03	2.365012919017333e-03	4.001785988108834e-04	7.379065812378637e-06
1701                   	2.510816267450572e-04	1.359922409176271e-03	2.369845753924842e-03	4.006716061186104e-04	7.368348337572247e-06
1702                   	2.506323886136950e-04	1.355536251886920e-03	2.381652789900375e-03	4.011614187164795e-04	7.357719895435337e-06
1703                   	2.501967233858850e-04	1.350665484663803e-03	2.404231212182566e-03	4.016485094531969e-04	7.347326842946606e-06
1704                   	2.497850104971958e-04	1.345085879844061e-03	2.450889578663887e-03	4.021346567856242e-04	7.336692650129458e-06
1705                   	2.494091049541710e-04	1.338369129030309e-03	2.568966122983882e-03	4.026165936287902e-04	7.325828160114835e-06
1706                   	2.491008543905484e-04	1.329514830955888e-03	4.430972105026343e-03	4.030867450293409e-04	7.318595763308610e-06
1707                   	2.474513438885115e-04	1.361915564986419e-03	3.242356855812225e-03	4.035682060964278e-04	7.310732855049871e-06
1708                   	2.473756978329416e-04	1.346038299450893e-03	3.240508273064730e-03	4.040209008549144e-04	7.298709360220800e-06
1709                   	2.465074326207837e-04	1.354548195611621e-03	3.224365860810829e-03	4.044815871094348e-04	7.291056168096492e-06
1710                   	2.456083464213492e-04	1.363913861107882e-03	2.699765074968701e-03	4.049382820809514e-04	7.281390471299984e-06
1711                   	2.450640125694915e-04	1.362476851523171e-03	2.478613421971371e-03	4.053862531198153e-04	7.270035448954487e-06
1712                   	2.447126132284830e-04	1.355156591898815e-03	2.348459755069011e-03	4.058288472718970e-04	7.258981496854921e-06
1713                   	2.442910058188762e-04	1.349858557496606e-03	2.240835848714210e-03	4.062701815022027e-04	7.248911494890715e-06
1714                   	2.437398717296644e-04	1.348477395249920e-03	2.265557538997539e-03	4.067067308974173e-04	7.239082637014865e-06
1715                   	2.431552194754799e-04	1.348237352006611e-03	2.281720820108759e-03	4.071374840022414e-04	7.229250044152548e-06
1716                   	2.426150152909795e-04	1.346668957539388e-03	4.864236143323881e-03	4.075718618988743e-04	7.217616244414032e-06
1717                   	2.433471440237150e-04	1.306598739395758e-03	3.921541620699574e-03	4.079925989984646e-04	7.203787071125062e-06
1718                   	2.433564951307628e-04	1.288069105653248e-03	2.831324059594121e-03	4.084222201229240e-04	7.197219049034813e-06
1719                   	2.424263216894608e-04	1.297638856609816e-03	2.941997053580424e-03	4.088539514928317e-04	7.192185958599308e-06
1720                   	2.414316057244495e-04	1.309490409222739e-03	2.818627497413543e-03	4.092773450052800e-04	7.183872680455523e-06
1721                   	2.408762307629107e-04	1.308421073490787e-03	2.601152406028995e-03	4.096906918770521e-04	7.173579927605472e-06
1722                   	2.405666218358028e-04	1.299914225945494e-03	2.390060898799017e-03	4.100999930725878e-04	7.164312744424402e-06
1723                   	2.401480548052792e-04	1.294483883125609e-03	2.255504728595024e-03	4.105110362038743e-04	7.156870838419938e-06
1724                   	2.395385671410353e-04	1.294762740957921e-03	2.229263670973482e-03	4.109224749297354e-04	7.150670758387378e-06
1725                   	2.388838312735121e-04	1.296369034004125e-03	2.235820824485387e-03	4.113281785611934e-04	7.143796996279119e-06
1726                   	2.383111857360447e-04	1.295535364383976e-03	2.227569634324109e-03	4.117294419041003e-04	7.135777536827683e-06
1727                   	2.378075350780368e-04	1.292664387772523e-03	2.211162836870959e-03	4.121260349908008e-04	7.127847536895589e-06
1728                   	2.372955621659592e-04	1.290080958232778e-03	2.193661491409796e-03	4.125214612831550e-04	7.120607559920672e-06
1729                   	2.367360301413578e-04	1.288930491790259e-03	2.188782317219758e-03	4.129157432110634e-04	7.113792102555376e-06
